what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1382647943541
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1382647943678
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1382647943698
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1382647944852
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1382647949033
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1382647950099
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1382647951346
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1382647955060
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1382647977073
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1382647977099
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1382647988115
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1382648006380
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1382648007542
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1382648008817
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1382648008949
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1382648008973
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1382648010948
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1382648396834
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1382648410447
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1382648410473
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1382648429761
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1382648429784
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1382648439318
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1382648448672
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1382648448704
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1382648451612
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1382648451718
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1382648451743
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1382648462379
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1382648462961
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1382648464092
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1382648464586
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1382648466179
