what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1383608016467
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1383608022095
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1383608027384
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1383608028933
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1383608029045
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1383608029068
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1383608030647
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1383608030666
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1383608031903
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1383608031921
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1383608032930
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383608081982
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383608083647
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383608083688
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383608085773
error,log,,,"Unhandled event loop exception",1383608087606
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383608090326
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383608090501
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383608183007
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383608183155
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1383608228780
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1383608251432
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383608254566
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383608254691
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1383608364241
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383608374224
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383608390374
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383608391483
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383608394808
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383608437208
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383608744766
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383608874039
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383609106843
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383609107952
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383609116575
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383609121566
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383609138755
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1383609155418
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1383609176698
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1383609194913
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1383609197215
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1383609206047
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1383609215799
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383609269251
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383609269339
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383609273070
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383609273780
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383609274310
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383609276619
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383609294254
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383609306363
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383609364082
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383609364198
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383609406884
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383609414667
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1383609437693
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383609442503
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383609446634
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.200.20111228-1245,"org.eclipse.m2e.logback.configuration",1383609447518
stopped,bundle,org.eclipse.m2e.discovery,1.0.200.20111228-1245,"org.eclipse.m2e.discovery",1383609447542
stopped,bundle,org.eclipse.m2e.refactoring,1.0.200.20111228-1245,"org.eclipse.m2e.refactoring",1383609447542
stopped,bundle,org.eclipse.m2e.editor,1.0.200.20111228-1245,"org.eclipse.m2e.editor",1383609447578
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.200.20111228-1245,"org.eclipse.m2e.editor.xml",1383609447594
stopped,bundle,org.eclipse.m2e.jdt,1.0.200.20111228-1245,"org.eclipse.m2e.jdt",1383609447604
stopped,bundle,org.eclipse.m2e.launching,1.0.200.20111228-1245,"org.eclipse.m2e.launching",1383609447612
stopped,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1383609447612
stopped,bundle,com.soyatec.eemf,3.7.1.20110624,"com.soyatec.eemf",1383609447646
stopped,bundle,com.soyatec.additional,3.7.1.20110624,"com.soyatec.additional",1383609447691
stopped,bundle,com.soyatec.core,3.7.1.20110624,"com.soyatec.core",1383609447721
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.300.v201004280700,"org.eclipse.jst.j2ee.xdoclet.runtime",1383609447733
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.200.v201103302125,"org.eclipse.jst.j2ee.ejb.annotations.xdoclet",1383609447741
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1383620998945
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1383620998946
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1383620998946
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1383620998946
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1383620998947
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1383620998947
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1383620998976
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1383620998977
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1383620998977
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1383620998977
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1383620998978
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1383620998978
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1383620999001
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1383620999002
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1383620999002
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1383620999002
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1383620999002
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1383620999005
started,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1383620999006
started,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1383620999007
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1383620999009
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1383620999009
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1383620999009
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1383620999010
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1383620999010
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1383620999010
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1383620999011
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1383620999011
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1383620999011
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1383620999012
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1383620999035
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.metadata.repository",1383620999035
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1383620999036
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110815-1419,"org.eclipse.equinox.p2.reconciler.dropins",1383620999036
started,bundle,org.eclipse.equinox.p2.repository,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.repository",1383620999036
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1383620999037
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1383620999037
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1383620999037
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1383620999038
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1383620999038
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1383620999038
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1383620999065
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1383620999072
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1383620999073
started,bundle,org.eclipse.jdt.core,3.7.3.v20120119-1537,"org.eclipse.jdt.core",1383620999073
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110928-1453,"org.eclipse.jdt.core.manipulation",1383620999073
started,bundle,org.eclipse.jdt.launching,3.6.1.v20111006_r372,"org.eclipse.jdt.launching",1383620999104
started,bundle,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui",1383620999104
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1383620999105
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1383620999105
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1383620999105
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1383620999106
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1383620999124
started,bundle,org.eclipse.m2e.logback.configuration,1.0.200.20111228-1245,"org.eclipse.m2e.logback.configuration",1383620999124
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1383620999133
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1383620999134
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1383620999156
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1383620999185
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1383620999186
